chunk_id,documento_id,texto_con_pistas,etiqueta_anotador1,etiqueta_anotador2
doc_74720012_sec15_chk07,74720012.txt,"Como hemos explicado más arriba, las construcciones subordinadas en el chino mandarín se hacen a través de sintagmas, por lo que sí que podemos considerar que, en este caso, el uso incorrecto del nexo subordinado que es por interferencia del inglés. Los siguientes errores por transferencia negativa que comentaremos son aquellos relativos al usos de las preposiciones:

Antes de empezar a analizar los resultados de nuestro corpus, hay que comentar dos cuestiones: la primera es que, como ya se mencionó en su respectivo apartado, el chino mandarín tiene preferencia por la posposición frente a la preposición, por lo que Interferncia linguística do ingls em estudantes chineses de espanhol. O caso de estudantes universitários na Espanha

orden de la colocación de las partículas españolas una vez han aprendido que siempre aparecido ningún error en lo que se refiere a las preposiciones por y para, que se debe a la tendencia que tienen los sinohablantes de traducir los nexos de causa y consecuencia chinos por las locuciones conjuntivas por lo que, debido a, como y entonces. Sobre la aparición y la ausencia incorrectas de preposiciones, ya señala Cortés 2009 que tiene más relación con la interferencia con el inglés que con la propia L1. Y sobre la confusión de unas por otras, el mismo autor indica que dominar las Los errores de concordancia que encontramos en ambos grupos, pueden ser de dos tipos: error de concordancia de género entre el significante y el referente; y error de

Género entre significante y referente 11,54 15,79 adjetivo y sustantivo

Los datos son muy similares en ambos grupos. En el primer tipo de error, que se refiere a una fallo de concordancia de género entre el lexema y el referente, el fallo se da siempre con el género del emisor, es decir, si el emisor es una mujer, el género del lexema se construirá en femenino, independientemente del género del referente:

11 Él estaba constantemente preocupada por su familia emisor mujer. 12 Él estaba muy emocionada emisor mujer.

Por ello, parece más un error de fosilización sin relación con la L1, en el caso de los estudiantes estadounidenses, ni con la L2, en el caso de los estudiantes chinos. Las interferencias léxicas son más llamativas. Se dan en ambos grupos y la estructura del significante hace más evidente que la causa es el inglés:

La adaptación del lexema inglés al sistema castellano por parte de los estudiantes sinohablantes en ejemplos como:

nos hacen ver con claridad la interferencia lingüística que se ha dado en ellos. Estos son solo algunos ejemplos representativos que se han dado en los escritos también en hay que entender que si se aumenta la muestra aparecerán muchos más ejemplos. Destacamos el ejemplos de conveniencia, que es el que más abunda en el caso de los sinohablantes y el único que se repite en los dos grupos. Los errores relacionados con el sistema verbal también se pueden deber a varios factores, como veremos en la siguiente tabla:

Interferncia linguística do ingls em estudantes chineses de espanhol. O caso de estudantes universitários na Espanha

La confusión entre los verbos ser y estar y el subjuntivo son errores esperables en ambos grupos, ya que tanto el inglés como el chino son lenguas muy diferentes del español y sus sistemas verbales distan en estos aspectos del de la lengua de Cervantes. Los estudiantes chinos y los estadounidenses parecen tener errores propios que gerundio en estructuras calcadas del inglés Alonso García, 2003, entre las que podemos incluir la construcción estar gerundio o presente continuo, y en el abuso de las construcciones pasivas, que son muy frecuentes en la lengua inglesa; los sinohablantes, por otro lado, se hallan con problemas para utilizar correctamente la forma impersonal hay y omitir algunos verbos. Sobre esto último, es frecuente en el chino mandarín la omisión verbal si la acción se puede interpretar por el contexto y se han encontrado influecias de esto en español:

estudiantes anglófonos. Hay otros errores por transferencia negativa en ambos grupos:

Adjetivación de sustantivos 50 50 Anteposición de adjetivos 50 50

Solo han aparecido dos errores en cada caso en ambos grupos, por lo que ambos casos son interferencias de las lenguas maternas de cada grupo de estudiantes. En inglés es habitual que los adjetivos vayan pospuestos al sustantivo, igual que en chino mandarín. Sobre la adjetivación de sustantivos, en ambas lenguas los adjetivos pueden

coincidir en forma con los sustantivos. La categoría gramatical del lexema se sabe por el contexto o por el contorno oracional. Es posible que los estudiantes sinohablantes tengan un refuerzo de dicha interferencia.",,
doc_2671027_sec01_chk01,2671027.txt,"unilateral de sus vendedores: depende de la competencia entre ellos y con los compradores. que al promotor le aparezca como costo porque el propietario la anticipa en la forma de quiera por su tierra y la competencia lo obliga a ceñirse a la sobreganancia que pueda surgir en su terreno dadas estas condiciones generales tanto en la producción como en la circulación.

Expresemos esto en cifras de nuestro ejemplo hipotético. Supongamos que en un terreno específico el Precio Unitario de Mercado es de 1,6 unidades monetarias. Eso quiere decir que si el promotor vende allí sus 100 unidades de espacio construido obtendrá en el mercado un total de 160 unidades. A esta magnitud la llamaremos Precio Total de Mercado PTM

Ahora bien si como en la Figura 3 expresamos simultáneamente esta relación entre r y PUM para las dos técnicas, encontramos que para la técnica de Baja Densidad tendremos una curva que parte en un punto más cercano al origen en el eje de las X que el de la Alta Densidad, pero que tiene una pendiente menor. A la izquierda del punto X12 donde las dos curvas se cortan, la técnica en Baja Densidad arroja una renta unitaria mayor que la técnica de Alta Densidad, y será la que se imponga en el mercado en este rango de precios unitarios del espacio construido más bajos. Cuando este precio unitario de espacio construido rebasa esta magnitud X12 que en nuestro ejemplo numérico es 1,68 la técnica en Alta Densidad arroja una renta mayor y es ella la que se impone en este rango de precios unitarios de espacio construido más altos.

Puede verse además que a partir de X12 la renta unitaria crece más rápidamente ante incrementos en el Precio Unitario de Mercado del espacio construido.

Este análisis podría reiterarse agregando varias técnicas con densidades aún mayores. Vamos a ampliar nuestro ejemplo numérico con una tercera técnica aún más densa, porque esto nos permite introducir algunas nociones adicionales.

Supongamos que existe una técnica aún más intensiva que denominaremos de Altísima Densidad y que tendría como Índice de Construcción 3. Es decir que se construye en tres niveles y en un metro de tierra se pueden edificar tres metros de espacio construido. Pero los costos de construcción son aún más elevados que en las técnicas anteriores: vamos a suponer que para construir un metro de espacio con esta técnica se necesita invertir 1,44 unidades monetarias. A continuación agregamos las cifras de esta tercera técnica a los que ya hemos presentado para los niveles de Precio Unitario de Mercado del espacio",,
doc_86618094_sec05_chk05,86618094.txt,"Como se ha podido apreciar a lo largo de este trabajo, el turismo científico es un tipo de turismo en donde su motivación se centra en la ciencia o en la necesidad de efectuar estudios e investigaciones científicas. Este puede ser realizado de forma individual o en estudio sobretodo en el caso de ubicarse en un entorno natural. Asimismo, el turismo científico tuve su auge en el público general en los países desarrollados con el propósito de involucrar directa y participativamente a las personas en el conocimiento del mundo natural. Además, intenta ofrecer vacaciones orientadas a un mejor entendimiento de la naturaleza desde una perspectiva científica. Una reflexión sobre la importancia que tienen estos recursos turísticos, de los que hemos presentado anteriormente, es la siguiente El turismo científico como fenómeno clave en las ciudades del mañana. De hecho, hemos visto que muchos recursos turísticos devienen en un factor clave en la configuración de una ciudad. Pensemos, por ejemplo, en La Ciudad de las Ciencias de Le Villete o en el Sciencie Museum de Londres. Son recursos turísticos, indiscutiblemente, pero su valor va mucho más allá, puesto que, como consecuencia de su actividad, generan un efecto sinérgico, dinamizando las ciudades y haciendo que los entornos sean mucho más habitables. Además, tal y como se ha expresado en esta Conferencia a través de los ejemplos, el turismo científico es una tipología o modalidad turística cuya principal

característica es el respeto al entorno y al medio ambiente, haciendo que la sostenibilidad medioambiental, social y económica sea la principal premisa y el punto de partida de cualquier actividad turística.",,
doc_82287451_sec01_chk01,82287451.txt,"La educación en el área de las tecnologías físicas ingenierías, responde en la actualidad a situaciones de enseñanza y de aprendizaje muy diversas, que fundamentalmente se sustentan en contextos convencionales. Si se observan las Blended Learning 2 3, se advierte que han tenido un desarrollo heterogéneo si se comparan los ámbitos de la enseñanza técnica con el de las ciencias sociales y humanas. Estas últimas han producido variadas y numerosas ofertas educativas a diferencia con Paradójicamente en las aulas de enseñanza de ingeniería - por tomar un ejemplo - se observa un alumnado con serias dificultades para sostener regularmente una enseñanza presencial. Entre las razones que interfieren con la asistencia a los cursos y contribuyen al alargamiento de las carreras encontramos exigencias socioeconómicas y laborales, hasta llegar a la deserción debido a factores múltiples. En este escenario, las diferentes efectiva por parte de los alumnos. Para caracterizar la modalidad, Blended Learning, compartimos la siguiente definición presencial: which combines face-to-face and virtual teaching 4 5. Han pasado más de dieciséis años y aún hoy se está vigente la expresión de Ferraté 6 al sostener que la estructura universitaria actual y las metodologías que desde ella se ofertan deben renovarse en el sentido de hacer frente a la evolución y a los rápidos cambios que experimente la sociedad..., es indispensable mejorar la calidad y sobre todo la flexibilidad de los sistemas educativos y de formación... Este hecho es muy significativo frente al desafío que la enseñanza de la ingeniería conlleva, donde los sistemas de enseñanza tradicional parecerían incapaces de responder a las nuevas necesidades de la sociedad, al tiempo que imponen determinadas barreras que dificultan el aprendizaje 7 8 y generan la necesidad de crear y diseñar entornos de aprendizaje diferenciadores 9 Los modelos de trabajo grupales interactivos, colaborativos o cooperativos, y el creciente desarrollo de los sistemas informáticos y de comunicación a través de redes que se ha dado en los últimos años, hace pensar en una posible respuesta a la problemática señalada a través de la generación de situaciones de aprendizaje grupales, interactivas y con soporte de TIC como complemento a la instancia presencial. Por modelo de aprendizaje colaborativo nos referimos a la formación de grupos o equipos de trabajo 10 atendiendo a ciertos objetivos de aprendizaje, donde la base del mismo es que todos y cada uno de los participantes del grupo intervienen en todas y en cada una de las partes del proyecto o problema a resolver. Todo el grupo en forma simultánea aporta ideas para la solución de un problema y es la interacción entre los integrantes del equipo la que conduce a la solución del problema propuesto. CACIC 2010 - XVI CONGRESO ARGENTINO DE CIENCIAS DE LA COMPUTACIÓN 286 En contraste, y complementando el anterior, en el modelo cooperativo, cada uno de los integrantes del grupo, tiene destinada una tarea específica dentro del proyecto o problema, realizando en este caso un trabajo más individual. Cooperar significa trabajar juntos para lograr objetivos compartidos y el aprendizaje cooperativo, por lo tanto, deriva de su aplicación en un ambiente educativo, a través de grupos pequeños en los también los de los demás 11. En el presente trabajo se realiza una primera aproximación al sistema de triple medición de interacciones propuesto por 12",,
doc_85377773_sec02_chk17,85377773.txt,"Nuestra propuesta apunta a recuperar la imagen de hroe cultural, planteando que es posible volver a generar una corriente cultural que permita el resurgimiento de la medicina peruana y una nueva reinserción a la medicina global. Consideramos que el actual contexto socio-cultural es similar al de la posguerra y, por lo tanto, es posible recuperar todo lo que significó el Carrionismo, como un movimiento que permitió el despegue de la facultad e integrarlo a una propuesta de nueva universidad que responda a las expectativas de la sociedad y que contribuya, como lo imaginó Unanue, a la restauración el Per. AGRADECIMIENTO Los autores expresan su agradecimiento a la Biblioteca de la Facultad de Medicina - UNMSM por las facilidades brindadas, al Dr. Marcos Cueto por su invalorable apoyo y aliento. A los Drs. Eduardo Zrate y Guillermo Contreras con quienes intercambiamos nuevas ideas y recibimos valiosas críticas y sugerencias. Asimismo a los alumnos del curso de Historia de la Medicina con quienes discutimos muchos de los tópicos del ensayo, creando un espacio de reflexión que pretende seguir aportando al crecimiento de nuestra institución. BIBLIOGRAF A 1. Manrique N. La Piel y la Pluma. Escritos sobre literatura, etnicidad y racismo. CIDIAG-SUR 1999. 2. Cueto M. Excelencia científica en la periferia. Actividades científicas e investigación biomdica en el Per 1890-1950. GRADE- CONCYTEC, 1989. 3. Valdizn H. Apuntes para la historia de la Verruga Peruana. Apuntes para una bibliografía peruana de la Enfermedad de Carrión. An Fac Med, Nmero Extraordinario, 1 de octubre de 1925: 45-106. 4. Crónica de la Facultad. El Museo Daniel A. Carrión: Cartas y campo de la medicina. Rev Sanidad Policía 1950; 1059: 287- 306. 6. Mndez MM. Verruga Peruana. Bartonellaceae. Tesis Br. Programa Acadmico de Microbiología y Parasitología, UNMSM, 1973. 7. Delgado MG. Daniel Alcides Carrión, mrtir de la medicina peruana, hroe nacional. Asociación de Historia de la Medicina-Fondo Editorial UNMSM, Lima 2001. 8. Linares CF. Influencia de la Vida y Obra de Daniel A. Carrión en la historia de la medicina peruana. Tesis Br. Facultad de Medicina, UNMSM 1958. 9. Lanfranco LHC. Notas biogrficas de Daniel A. Carrión 1885- 88-96. 10. Rebagliatti R. Verruga Peruana Enfermedad de Carrión. Lima: Imprenta Torres Aguirre, 1940. 11. Lastres J. La Medicina en la Repblica. Historia de la Medicina Peruana, Lima: UNMSM, 1951. 12. Avendao L. Despus de 1880. La Crónica Mdica, Lima 15 ca. Rev Viernes Mdico 1973; 342: 192-6. 14. Carta de Daniel Alcides Carrión a Alejandro Valdivieso, Lima, 4 de julio de 1885. Crónica de la Facultad. El Museo Daniel A. Carrión: Cartas y Documentos. An Fac Med 1954; 374: 784-814. 15. Carta de Daniel Alcides Carrión a Alejandro Valdivieso, Lima, 814. 16. Valdivieso A. Carta a Daniel Alcides Carrión, Cerro de Pasco, sin fecha. An Fac Med 1954; 374: 784-814. 17. Fdo. Leonardo Villar, Belisario Sosa, Miguel Colunga. Proposiciones aprobadas en la sesión inaugural. El Monitor Mdico

Humana, Parte I. Folia Dermatol Per 1998; 94: 47-54. 19. Villar L. Informe a Sub Prefectura e Intendencia de Policía, toria de la Verruga Peruana. Apuntes para una bibliografía peruana de la Enfermedad de Carrión. An Fac Med, Nmero 1885. Es importante el comentario final que le hace a su padre: En cuanto se acerquen mis exmenes yo le comunicar, pues este ao me es forzoso salir de la capital. La enfermedad y los estudios me estn arruinando bastante... En An Fac Med 1954; 1886. 22 Monge C. Discurso de Conmemoración del Aniversario de 1885. 25. En La Verruga Peruana y Daniel A. Carrión, Lima, Instituto

autoexperimentación en medicina. Barcelona: Editorial Labor, 1990. 32. Finch SC, Jonas M. Ethyl palmitate-induced Bartonellosis as an index of functional splenic ablation. J Reticuloendothelial Soc 33. Aldana L, Urteaga BO. Bartonellosis post-esplenectomía. Arch Per Patol Clín 1967; 213-4: 107-36. 35. Cuadra M, Cuadra AL. Enfermedad de Carrión: Inoculaciones de seres humanos con Bartonella bacilliformis, una revisión. An ceso judicial sobre su gloriosa muerte. Lima, Editorial Ahora, 1942. 37. Mackehenie D. Verruga Peruana, Fiebre de la Oroya, Enfermedad de Carrión o Bartonellosis Carriónica Historia de un

ducción a la teoría de estilo de pensamiento y del colectivo de pensamiento. Madrid: Alianza Editorial, 1980. 40. Murillo PJ. Estudio del desarrollo de las investigaciones sobre la Enfermedad de Carrión en el período 1900-1987. Primer Congreso Científico Nacional de Estudiantes de Medicina, Trujillo",,
doc_70681556_sec00_abs03,70681556.txt,"Se utilizan los microdatos de la mencionada ENFR correspondiente al año 2013 que realizaron el Ministerio de Salud de la Nación y el INDEC para la población mayor de 18 años, la cual nos permite estudiar las posibles asociaciones entre el consumo de frutas y verduras y, la autopercepción de peso, las actividades promotoras de la salud y otros factores de riesgo. Se realiza un análisis de prevalencia de cada una de ellas junto con un análisis de regresión lineal multivariable. Los resultados de la regresión identifican la dirección, el tamaño y la significancia estadística de la relación entre un predictor y una respuesta. En este sentido, los coeficientes representan el cambio medio en la respuesta para una unidad de cambio en el predictor mientras se mantienen constantes otros predictores incluidos en el modelo. De esta manera, se puede investigar cuánto incide por ejemplo el nivel socioeconómico, controlando por lugar de residencia, edad y género. El mencionado análisis de regresión es un aporte original de este trabajo, y ayuda a identificar la importancia de los diferentes factores asociados al consumo de frutas y verduras. Siguiendo a Lock et al. 2005, se busca comprobar si entre los argentinos, llevar una vida físicamente activa suele estar relacionada positivamente con el consumo de frutas y verduras tanto para varones como para mujeres y si ser fumador o alcohol-dependiente está ligado negativamente al patrón de consumo de frutas y verduras. También se analiza si el consumo tiende a ser dispar entre mujeres y varones, entre personas con diferente nivel educativo, poder adquisitivo y estado civil. En la próxima sección presentamos una descripción de los datos y la metodología empleada. En la sección siguiente exponemos los resultados obtenidos; y finalmente presentamos nuestras",,
doc_82352790_sec12_chk07,82352790.txt,"El presente estudio, consistió en una aplicación práctica de la hidráulica de flujos hiperconcentrados. En este tipo de fenómenos la descripción de la reología de estas mezclas es parte arte y parte ciencia. Los resultados obtenidos del modelo son aceptables; sin embargo, la calibración fue limitada a pocos datos obtenidos en el campo. A continuación se presentan las principales limitaciones que se presentaron en términos de datos de campo y ajuste de los parámetros para la calibración del modelo. Datos de campo El relevamiento de los datos de campo fue uno de los puntos más importantes del estudio y el más laborioso. El mismo requirió de campañas topográficas de medición y de visitas a campo en las cuales se realizaron estimaciones de alturas alcanzadas por el flujo en diferentes puntos a partir de marcas observadas en edificaciones y de fotografías tomadas el día del evento. Asimismo, a base de relatos de vecinos se pudo describir cualitativamente las características del evento, como ser la velocidad de avance del alud y la composición de la mezcla. Todos estos datos fueron muy valiosos a la hora de analizar los resultados obtenidos del modelo numérico. Sin embargo, los mismos presentan incertidumbres difíciles de cuantificar. Ajustes de los parámetros para la calibración En cuanto a la modelación numérica, la etapa substancial fue la de calibración y validación. En la misma se presentaron dificultades a la hora de definir el MDT ya que el relevamiento topográfico fue realizado después del evento, y por este motivo para poder corregir el modelo de elevación se debió estimar las alturas de los sedimentos a partir de escasos datos de campo. La determinación de los parámetros del modelo, rugosidad equivalente de Manning n y máxima concentración volumétrica 3áA3i del evento también presentaron dificultades y se resolvieron mediante un proceso iterativo de numerosas modelaciones entre el modelo del Punto A y el modelo de la zona urbana, para lograr aproximar los resultados de los modelo a las observaciones de campo, tanto de velocidades del flujo como de niveles alcanzados por el mismo en puntos análogos.",,
doc_79383591_sec11_chk11,79383591.txt,"En esta sección del trabajo identificaremos seis desafíos para el concepto de economía circular en términos de sostenibilidad medioambiental Korhonen, 2018. Primero: Límites termodinámicos. El trabajo de Georgescu-Roegen GR 1971 en el campo de la termodinámica y ciencias económicas, puede que sea la principal fuente de conocimiento en el que se basa la ecología económica. Esto es la unión entre ciclos de materiales y energía por un lado, y de los ciclos monetarios e intercambio de valor, por otro, en el que ambos tienen influencia sobre la economía y toma de decisiones. Sin embargo, uno de los argumento de GR, también conocida como la cuarta ley es la que más problemas implica para la EC. En esta ley GR declara la imposibilidad de, incluso teórica, un proceso de reciclaje completo. Georgescu-Roegen señaló que debido a la segunda ley termodinámica, la entropía, el proceso de reciclaje requerirá siempre de energía y además será incompleto en la generación de residuos y productos secundarios. Lo cual, es totalmente cierto, ya que es indudable la disipación de materiales perdidos en los ecosistemas y la imposibilidad de su recuperación. Debido a la entropía, todos los procesos promovidos en economía circular, como reciclado, reutilización o recuperación, en los que intervienen materiales y energía conducen de manera última pues, a niveles de agotamiento de recursos, polución, y generación de residuos. Otros han rebatido la cuarta ley basándose en el hecho de que la tierra recibe un flujo infinito de energía solar que podría, en teoría, surtir estos procesos que acabamos de mencionar. Esta última conjetura resulta, en mi opinión, demasiado optimista al señalar, aunque sea teóricamente, que el problema del aumento de la entropía generado por los procesos de producción y consumo está solucionado. Por mucho que se reduzca, reutilice, recicle, y se recupere en estos procesos, la economía circular necesitara de flujos de para que la circularidad fuera completa. Como línea de tendencia este punto es razonable, pero la circularidad plena es inviable, siempre existirá linealidad entradas y salidas y el consiguiente aumento de la entropía o dispersión de la materia, Korhonen et al. 2018.

Pero a pesar de los posibles límites establecidos por la entropía y por las especulaciones teóricas del reciclado total, es cierto que en el actual sistema global de mercados de producción y consumo lineales, se requieren una serie de cambios radicales para solamente contemplar cambios hacia los modelos cíclicos. Así pues, los flujos de materiales cíclicos y basados en energías renovables se presentan como una gran oportunidad hacia un modelo económico más sostenible. Pero, caso a caso sostenible. Como por ejemplo, en la utilización de desechos forestales como fuente renovable de energía y sustitutiva de energías fósiles, donde partes de árboles, como la corteza o las ramas, ricas en nutrientes, son retiradas de los ecosistemas, donde son soporte de la salud, biodiversidad y crecimiento forestal. Además, esta actividad requiere de maquinaria y energía para su uso, por lo que una vez más, cada caso debe de ser analizado individualmente. Podemos concluir que en términos termodinámicos, reciclado, reutilización o remodelado son las opciones más deseadas. El caso del reciclado por el valor único de las materias primas y la combustión por energía deberían ser evitados y el depósito en vertederos, la última opción. Segundo: Límites temporales y espaciales del sistema. Aproximadamente el 75 de la producción energética global está basada en combustión de reproducción de la biosfera. Y, aunque es un objetivo global, proyectos del tipo de la Cada proyecto de EC debe considerar su contribución a la sostenibilidad global. Uno de los principales retos a la hora de abordar estos proyectos, en términos de sostenibilidad global neta, son las limitaciones espaciales del sistema, las limitaciones geográficas, administrativas, en el flujo de materiales físicos y la energía entre organizaciones. Por lo que asuntos como el desplazamiento o el movimiento de problemas se debe reducir al mínimo. Existen muchos casos en los que eficiencias y ganancias medioambientales y sociales en economías locales han tenido como resultado, directa o indirectamente, problemas en otras localizaciones.",,
doc_86945608_sec10_chk05,86945608.txt,"Rivera, 2009. Se utilizó una guía de preguntas como parte del proceso de recopilación de datos con el propósito de mantener el proceso uniforme. Participantes en el sistema público de educación de Puerto Rico al momento del huracán María y cinco maestras de 9no a 12mo grado del sistema público de Puerto Rico. Como criterio de inclusión, los participantes debían haber residido en Puerto Rico antes, durante y después del impacto del huracán María. Los maestros recibieron la hoja de consentimiento y la hoja sociodemográfica, mientras que los adolescentes completaron la hoja de asentimiento y sociodemográfica, luego de recibir la hoja de consentimiento firmada por los padres. Las entrevistas fueron grabadas con el propósito de ser transcritas y analizadas.

Durante esta investigación, en el primer contacto con los participantes se les explicó en qué consistía la investigación, el propósito, el tiempo aproximado que tomaría su participación y se acordó la fecha de reunión. Para poder asegurar la privacidad y confidencialidad de las familias participantes se les ofreció la opción de seleccionar el lugar donde la entrevista se llevaría a cabo. Ese lugar debía ser uno accesible, donde se pudiera salvaguardar la privacidad y confidencialidad de los participantes. Así las cosas, las entrevistas se realizon en las casas de los adolescentes y en las casas de los maestros. De igual forma, se le solicitó al Centro Universitario de Estudios y Servicios Psicológicos CUSEP, colaborar en caso de que las familias participantes necesitaran servicios de salud mental. Una vez seleccionadas losas participantes del estudio, el día de la entrevista se les facilitó la hoja de consentimiento informado la cual explicaba detalladamente en qué consistía la investigación, datos importantes sobre su participación y cuáles eran los riesgos y beneficios, si alguno, de participar en esta investigación. Además, se les entregó una hoja sociodemográfica en la cual proveyeron datos como: edad, ocupación, pueblo de residencia, entre otros. Una vez realizadas las entrevistas se inició el proceso de transcripción.",,
doc_85269570_sec02_chk02,85269570.txt,"2. Translocalidad El interés por los efectos de la migración y las formas múltiples de localización en la cultura aymara especialmente sus conceptos de género exige acentuar, por una parte, en conceptos culturales abiertos y, por otra, en los conceptos culturales de espacio, los cuales enfocan las consecuencias de la movilidad humana así como la influencia de los nuevos medios electrónicos de comunicación y una infraestructura cada vez mejor de criterios centrales en el entendimiento de la consreubicación de un lugar a otro conservando las fronteras territoriales, sino también como el cambio de significado del lugar a favor de un espacio más amplio, conformado por representaciones imaginativas, un espacio translocal. Con esto se pone en tela de juicio el entender el espacio desde el aspecto geográfico. Desde esta perspectiva, las fronteras territoriales rígidas como puntos de orientación para construcciones de identidad dicotómicas y esencialistas ceden a la primacía de representaciones espaciales que hacen referencia a coordenadas flexibles producidas por hombres y mujeres móviles. representaciones imaginativas o innovaciones tecnológicas, está también determinada por la movilidad, los viajes permanentes, etc. Conforme a la perspectiva post-territorial1 del spatial turn, translocalidad se define como conceptualización relacional de lugar y espacio Berndt 2004: 15, como resultados que se derivan de la circulación y transferencia... de movimientos concretos de seres humanos, ideas y símbolos en tanto superan con cierta regularidad distancias y fronteras geográficas Freitag 2005: 2. Hombres y mujeres experimentan y crean en el contexto de las localizaciones y lealtades múltiples un conjunto más amplio de heterogeneidad cultural y social; las coordenadas espaciales y con ello el campo de interacción de los agentes socio-culturales se transforman permanentemente en el contexto de realidades simultáneamente diferentes y múltiplemente fragmentadas. De ahí se puede deducir que el

tos; tiene en cuenta también las construcciones humanas de espacios que indican más allá de lugares concretos y hacen aparecer espacios, que traspasan fronteras. A quién le pertenece el espacio público? 121 espacio translocal, cuya formación se debe a las influencias culturales más diversas, genera también una imagen fragmentada de los espacios públicos según su correspondiente concepción cultural.",,
doc_107726529_sec01_chk01,107726529.txt,"En Ecuador la variedad cultural reflejada en cada provincia es notoria, pero con el pasar de los años algunas de ellas se van desvaneciendo por diferentes motivos, ya sea por la migración o la aculturación entre otros, las tradiciones y costumbres se van debilitando y con ello el conocimiento ancestral.

indígenas su identidad cultural aún se mantiene y en la comunidad de Laguamasa, cantón Salcedo, de la provincia de Cotopaxi, el cacho del toro como herramienta de comunicación ha persistido como referencia cultural de su comunidad a pesar de los distintos avances tecnológicos de comunicación.

Para ello hemos decidido como grupo de investigación estudiar los elementos que han incidido para que el cacho del toro persista como una herramienta de comunicación en la comunidad de Laguamasa, esto mediante la metodología cualitativa, trabajando con los habitantes adultos mayores y representantes de la comunidad, a través de entrevistas semi-estructuradas y observación pasiva, deduciendo las cualidades socioculturales, detallando las características tecnológicas de la comunidad y determinar la relación entre ambos factores.

Palabras claves: comunicación, comunidad, Laguamasa, Cusubamba, identidad cultural, cacho del toro.

Theme: The bull s horn as a communication tool in Laguamasa community Authors: Paola Estefanía Rivera Ulloa and Mercy Marisol Rubio Chanchicocha

Título del Proyecto: El cacho del toro como herramienta de comunicación en la comunidad de Laguamasa. Fecha de inicio: Fecha de finalización: Lugar de ejecución: Comunidad de Laguamasa de la parroquia Cusubamba en el cantón Salcedo, provincia Cotopaxi. Facultad que auspicia: Facultad de Ciencias Humanas y Educación. Carrera que auspicia: Comunicación Social. Proyecto de investigación vinculado: Ninguno. Equipo de Trabajo Tutor de titulación: Arq. Ulloa Enríquez Francisco Ramiro. Lectores: MSc. Natalia Zapata, MSc. Lorena Álvarez y PhD. Juan José La Calle. Investigadores: Rivera Ulloa Paola Estefanía y Rubio Chanchicocha Mercy Marisol. Área de Conocimiento: Humanidades y artes. Línea de investigación: Educación, comunicación y diseño gráfico para el desarrollo humano y social. Sub líneas de investigación de la Carrera: Comunicación e interculturalidad.

En el Ecuador la variedad cultural reflejada en cada provincia es notoria, pero con el pasar de los años algunas de ellas se van desvaneciendo por diferentes motivos, ya sea por la migración o la a culturización entre otros, las tradiciones y costumbres se van debilitando el conocimiento ancestral.

indígenas su identidad cultural aún se mantiene y en la comunidad de Laguamasa, cantón Salcedo, de la provincia de Cotopaxi, el cacho del toro como herramienta de comunicación ha persistido como referencia cultural de su comunidad a pesar de los distintos avances tecnológicos de comunicación.

Para ello hemos decidido como grupo de investigación estudiar los elementos que han incidido para que el cacho del toro persista como una herramienta de comunicación en la comunidad de Laguamasa, esto mediante la metodología cuantitativa, trabajando con los habitantes adultos mayores y representantes de la comunidad a través de entrevistas semiestructuradas y observación pasiva, deduciendo las cualidades socioculturales, detallando las características tecnológicas de la comunidad y determinando la relación entre ambos factores.

Palabras claves: comunicación, comunidad, Laguamasa, Cusubamba, identidad cultural, cacho del toro.",,
