id;etiqueta_heuristica;etiqueta_manual;anotador;documento_id;chunk_id_origen;posicion_relativa;etiqueta_retorica_origen;subtipo;razon_planb;longitud_palabras;texto
t2_pos_000075;contribucion;contribucion;;84105984.txt;doc_84105984_sec01_chk01;41;INTRO;positivo_planb_alto;explicito_propio;332;"El diseño y desarrollo de un vehículo espacial lanzador supone un gran desafío desde el punto de vista de la optimización estructural, siendo el principal objetivo la reducción del índice estructural del vehículo. La principal estrategia utilizada para la optimización de este tipo de vehículos, según estado del arte actual, es la implementación de tanques estructurales. Estas estructuras de gran capacidad portante y bajo peso, cumplen la función de fuselaje y tanque al unísono. Este tipo de de espacio. Debido a la escasa bibliografía relacionada con este tipo de estructuras yo a la dificultad que presenta obtenerla por tratarse de know-how estratégico, se deben plantear diversas estrategias de diseño, las cuales deberán ser contrastadas entre si y validadas mediante ensayos para poder certificar que el camino propuesto es el correcto. En este sentido, resultan muy útiles las herramientas que ofrecen los software de cálculo por el método de los elementos finitos FEM. A pesar de esto, se vuelve imperioso establecer métodos de cálculo teórico para el diseño. Esto se debe a que, aunque sean estimativos o básicos, con ellos se podrá dimensionar de manera rápida, establecer diseños preliminares, tomar decisiones respecto de modificaciones de mayor complejidad o validar los resultados obtenidos numéricamente. De esta manera, se logra un mayor entendimiento conceptual del problema, permitiendo mayores posibilidades de optimización; se reduce el tiempo de modelado y de cálculo computacional al evitar modelos innecesarios en el representativos del problema planteado. Como se mencionó anteriormente, el diseño propuesto deberá ensayarse cualquiera sea la herramienta de diseño utilizada. Es por eso que frente al desafío tecnológico de construir tanques estructurales para un vehículo experimental de dos etapas, se propone el diseño y fabricación de un tanque prototipo que permita validar el procedimiento de diseño y los resultados obtenidos, Britez, Bidinost, Paladini, Sznajderman Diseño Estructural por Métodos Analíticos de un Tanque Prototipo de además de los procesos de manufactura. En este contexto, este trabajo presenta los métodos analíticos utilizados para el diseño del prototipo de ensayo."
t2_neg_000061;no_contribucion;contribucion;;82294718.txt;doc_82294718_sec01_chk01;0;INTRO;negativo_dificil;tercero_citado;484;Un Framework para Aplicaciones Web es un tipo de framework diseñado para soportar el desarrollo de sitios dinámicos, aplicaciones, servicios y recursos para la web. Este tipo de frameworks provee por lo general toda la funcionalidad central a la mayoría de las aplicaciones web, tales WICC 2014 XVI Workshop de Investigadores en Ciencias de la Computación Página 555 de 1158 como administración de la sesión del usuario, persistencia de datos, y sistemas de plantillas templates así como un conjunto de buenas prácticas y guías para el desarrollo. Los WAF son soportados en diferentes plataformas y lenguajes de programación 22, 23. Por su parte, un WIDE es un tipo de IDE Integrated Development Environment diseñado para soportar el desarrollo de sitios dinámicos, aplicaciones, servicios y recursos para la web. Un WIDE tiene como objetivo principal proveer el entorno para facilitar el desarrollo de sistemas orientados a la web. Algunos WIDE soportan diferentes plataformas y lenguajes de programación, como por ejemplo Koding que incluye Python, Java, Perl, Node.js, Ruby, C, C, PHP y Go, Mientas otros soportan un único lenguaje, como por ejemplo PythonAnywhere que es un WIDE especializado para Python. En algunos casos las diferencias entre Es posible que con el tiempo las mismas desaparezcan. Por otro lado, el método LSP Logic Score of Preferences, que adoptamos para construir nuestros modelos de evaluación, es un método que se basa en el empleo de una lógica continua, y que permite la creación de funciones complejas de evaluación y su aplicación en la evaluación y comparación de sistemas de índole general, permitiendo la creación de modelos precisos y fácilmente adaptables a las necesidades del usuario. El proceso general propuesto por el método es mostrado en la Figura 1. El desarrollo e identificación de la lista de características principales a tener en cuenta es lo que en el método LSP corresponde al primer nivel de lo que se llama el árbol de requerimientos. Cada una de estas características del primer nivel, son las hojas del árbol de requerimientos y se llaman variables de performance. Las mismas se agrupan en ítems o categorías más generales de acuerdo con propiedades que tengan similitudes, que haga que las mismas puedan ser razonablemente agrupadas. El árbol de preferencias es empleado para construir una estructura de agregación. En efecto para construir este modelo se emplean los operadores de Lógica Continua provistos por el método. evaluación de LSP. Estos operadores o funciones GCD Generalized Conjunction Disjunction nos permiten agregar los resultados obtenidos de cada una de las variables de performance, previamente mapeados a valores en el intervalo 0, 100 y llamados preferencias elementales, por medio de funciones llamadas criterios elementales. Esta agregación tiene como objetivo obtener, como resultado final de la estructura de agregación, un único valor preferencia global final E0 en la Error! E0 Función LSP Logic Aggregation of Preferences Variables de Performance Valores de cada una de las características Criterios Elementales
t2_pos_000039;contribucion;contribucion;;76092035.txt;doc_76092035_sec10_chk01;496;INTRO;positivo_planb_alto;explicito_propio;570;0,1,, 9ijkx i V j V k K 0,1 10iy i I 0,1, 11ijf i I j V La función objetivo 1 suma los costos de los depósitos abiertos, los costos de los arcos visitados por las rutas y los costos fijos asociados con el uso de los vehículos. El grupo de restricciones 2 garantiza que cada cliente sea visitado exactamente por una ruta y que solamente tenga un predecesor en la secuencia de la ruta. El grupo de restricciones 3 y 8 son asociadas con las capacidades del depósito y vehículo, respectivamente. Restricciones 4 y 5 aseguran la continuidad de cada ruta y determina que cada una de ellas comience y termine en el mismo depósito. La eliminación de los subtours es satisfecha a través de las restricciones 6. Restricciones 7 especifica que un cliente puede ser asignado a un depósito solamente si existe una ruta que lo une. Finalmente restricciones 9, 10 y 11 representan las variables binarias usadas en el modelo. El CLRP es considerado un problema NP-hard debido a que es la generalización de dos problemas NP-hard: el problema de localización de instalaciones con restricciones de capacidad CFLP y el problema de ruteo de vehículos con múltiples depósitos MDVRP. En este artículo se propone un algoritmo metaheurístico basado en simulado y reconocido con espacio de búsqueda granular para resolver el CLRP. La literatura existente para el problema de CLRP es descrita en la Sección 1. La Sección 2 detalla el algoritmo propuesto. Los resultados computacionales son presentados en la Sección 3. Finalmente, conclusiones e investigación futura se detallan en la Sección 4. 1. REVISIÓN DE LA LITERATURA La literatura relacionada con problemas de localización y ruteo ha sido condensada en Min clasificación para los problemas de localización y ruteo basada en el método de solución y las perspectivas del problema. Por su parte, en 5 se propone una clasificación más amplia basada en diferentes aspectos tales como el método de solución, la estructura jerárquica, el tipo de información, el período de planeación, etc. De acuerdo con el método de solución, el problema CLRP ha sido resuelto mediante algoritmos exactos y heurísticos. Métodos exactos están basados en formulaciones de dos y tres índices. Formulaciones de tres índices han sido propuestas en 3. Por otro lado, formulaciones de dos índices han sido propuestas por Laporte et al. 6 y Belenguer et al. 7. Elementos comunes de estos trabajos son técnicas de relajación, desigualdades válidas y algoritmos de separación. En términos generales, estos trabajos han sido capaces de probar optimalidad solo en instancias que contienen menos de 100 clientes. Debido a lo anterior, algoritmos heurísticos han sido propuestos como alternativa para la solución de problemas de localización y ruteo de mediana y gran escala problemas con más de 100 clientes. En la literatura existente, varios trabajos han considerado métodos heurísticos para resolver el CLRP. Usualmente, métodos heurísticos determinan buenas soluciones con razonables tiempos de ejecución. Estas técnicas emplean diferentes métodos de solución para modelar la relación entre los dos subproblemas problema de localización y problema de ruteo. En 5 se ha realizado una clasificación de los algoritmos heurísticos en cuatro categorías: métodos secuenciales, métodos basados en clústeres, métodos iterativos, métodos jerárquicos. Métodos secuenciales resuelven el problema de localización y luego el problema de ruteo. Estos algoritmos, mentación entre los dos subproblemas. Métodos iterativos resuelven ambos subproblemas en un modo iterativo, retroalimentando la solución entre
t2_pos_000033;contribucion;contribucion;;70241191.txt;doc_70241191_sec01_chk01;0;INTRO;positivo_planb_alto;explicito_propio;545;En este artículo se expone una propuesta de análisis social participativo del desarrollo tecnológico, a partir de un conjunto amplio de categorías que permiten dar cuenta de los aspectos más importantes de los procesos tecnológicos en los planes de desarrollo municipal. La propuesta posibilita una manera concreta de orientar el desarrollo tecnológico, en relación con lo que en América Latina se ha denominado tecnología social. Específicamente ofrece mecanismos prácticos y concretos para el análisis y la gestión social participativa de los procesos tecnológicos, a través de la adecuación social de esos procesos tecnológicos, en el marco de los planes de desarrollo. Desde mediados del siglo veinte en América Latina se han formulado diferentes propuestas que buscan alternativas de orientación social del desarrollo tecnológico para los países de la región, acordes con sus necesidades. En consecuencia se ha estructurado una incipiente trayectoria de propuestas, desde lo que se conoció como tecnologías apropiadas en los años sesenta, hasta lo que hoy se denomina de manera general como tecnología social Thomas, 2007 y Dagnino, 2002. Sin embargo, a pesar de la evolución conceptual de esta trayectoria, se han presentado importantes dificultades generales para lograr los propósitos sociales buscados, en relación con los siguientes aspectos: Primera dificultad: se han dado pasos interesantes en las posibilidades de desarrollar procesos tecnológicos al alcance de los más pobres, a través de la implementación de tecnologías en pequeña escala, con bajos requisitos de conocimiento, bajo costo de producción y escaso consumo energético. Pero esos procesos han tenido dificultades para ser competitivos fuera de un mercado local. O han propiciado relaciones económicas paternalistas o economías de dos sectores. En realidad, los sectores sociales más pobres difícilmente pueden apalancar procesos tecnológicos ampliamente competitivos. Los esfuerzos para empoderar política y económicamente a los grupos marginados, a partir de un desarrollo tecnológico alternativo, parecen estar condenados siempre a ser débiles frente a las poderosas dinámicas de desarrollo tecnológico globales. Segunda dificultad: los esfuerzos para llevar a cabo experiencias concretas de tecnología social se han enfocado en definir las condiciones sociales y políticas estructurales que se requieren para hacer posible este tipo de desarrollo tecnológico. Pero con ello parecen asumir de manera tácita la premisa de un determinismo social de la tecnología en lugar del cuestionado determinismo tecnológico o parecen caracterizar a la tecnología social como un tipo de tecnología especial para grupos sociales con condiciones sociales y políticas específicas. Tercera dificultad: aunque en los procesos tecnológicos planteados se ha buscado interpretar las necesidades y las alternativas de los sectores sociales más desfavorecidos, ha sido muy difícil integrar de manera participativa las formas de pensar y las creencias de las comunidades con los conceptos del experto. La orientación social se ha intentado definir en mayor medida desde el punto de vista experto y en menor medida desde la integración de las opiniones de las comunidades. Como resultado, se suma una falta de consenso sobre lo que es una tecnología social, a una carencia de metodologías de participación de las comunidades en los procesos de definición de las tecnologías socialmente adecuadas. Este artículo propone precisamente aportes para la disminución de esas dificultades, de la siguiente manera: a Propone un modelo de condiciones sociales, políticas y económicas particulares, sino abierto y general, aplicable a cualquier proceso tecnológico, pero que ofrece
t2_neg_000084;no_contribucion;no_contribucion;;84118583.txt;doc_84118583_sec03_chk04;5709;sin_asignacion;negativo_dificil;objetivo_sin_novedad;312;"debates en cada grupo. Finalmente, lxs coordinadorxs promovieron el debate a partir de la identificación de similitudes y diferencias en las producciones y debates. Cabe destacar que durante las dos horas de taller el rol de lxs coordinadorxs consistió en presentar las dinámicas, habilitar el debate e intercambio y garantizar que circulara la palabra. El objetivo del espacio de taller participativo, fue el intercambio entre compañerxs a partir de identificar las propias experiencias de acceso a privilegios y violencias dentro del patriarcado, por lo cual la coordinación sólo acompañó y promovió dichos debates. El segundo momento del TdG, se propuso un diálogo entre lxs estudiantes y diversxs especialistas en el tema. Para ello, se reunió a todas las comisiones en cada turno y se organizó un panel, en el cual se retomaron los emergentes de las producciones y debates en las comisiones. Con base en estos emergentes, lxs especialistas aportaron sus miradas y una conceptualización, abriendo a debates y preguntas. Hubo un momento previo al panel en que lxs coordinadrxs pudieron intercambiar y socializar con lxs panelistas los aspectos abordados en las comisiones, y los debates que consideraron era necesario profundizar o aportar más información. La conceptualización en los paneles giró en torno a: géneros; patriarcado; feminismos; sexualidades; heteronormatividad; leyes inclusivas: Ley de Identidad de Género, Cupo Laboral Trans, Matrimonio Igualitario; uso del lenguaje, violencia, estigma y discriminación; tipos de violencia; línea de tiempo de conquistas de derechos. Durante el panel además se destinó un espacio para presentar la Unidad de Atención ante Situaciones de Violencia yo Discriminación de la Facultad de Ciencias Exactas que se creó en el 2016, en el marco del Protocolo contra la violencia de género en la UNLP. Por otro lado, la comisión de género del Centro de Estudiantes contó sobre su funcionamiento e invitó a lxs estudiantes a participar de ella. Los emergentes de mayor resonancia"
t2_pos_000013;contribucion;no_contribucion;;24326214.txt;doc_24326214_sec02_chk02;949;INTRO;positivo_planb_alto;pasivo_anclado_trabajo;365;"Si se examinan las diferentes propuestas metodológicas existentes de roadmapping se constata una gran variedad de ellas y que, como era de esperar, tienen muchas similitudes entre sí en cuanto a la estructura, la concreción de los objetivos y las finalidades, y la implantación y el deseo de ser una herramienta potente para optimizar los proyectos de futuro en las organizaciones Albiol Lloveras, 2009. Si bien es cierto que todas las propuestas contemplan quien más quien menos los mismos factores tales como mercado, producto, tecnología, recursos, finanzas etc....pocos inciden, y se refiere a la propiedad industrial e intelectual Radnor Probert, 2004. Sólo el proceso STAR de la Universidad de Nottingham Gindy, 2008; Hodgson, 2008 menciona el benchmarking y la vigilancia tecnológica como procesos clave pero sin insistir en el estudio de las patentes, por otro lado los roadmaps de la Universidad de Seoul Lee Park, 2008, contempla el estudio de las patentes pero exclusivamente de forma como fuente bibliométrica de tendencia, sin entrar en el estudio de solicitudes de patentes o modelos de utilidad publicados por parte de empresas competidoras. Es por los motivos expuestos anteriormente que uno de los objetivos es la contemplación de forma evidente del estudio de la propiedad industrial en los roadmaps y en las metodologías que los generen. En segundo lugar se observa una dispersión de los factores a tener en cuenta en la confección de un roadmap y que evidentemente aparecerán reflejados en él, ciertamente todos los autores de las diferentes metodologías definen factores como el mercado, competidores, conocimiento, oportunidades de negocio, habilidades, etc...ver Figura 3, los cuales son comunes a prácticamente todas las organizaciones y es lógico que estén incluidos ya que son esenciales en todas ellas. Sin embargo, parecería conveniente agrupar los diferentes factores- aun manteniendo su independencia- en dos grandes visiones para facilitar su mejor comprensión y estudio. Así pues el segundo objetivo principal de la guía metodológica que se propone en este artículo consiste en la clasificación de los factores principales a tener en cuenta en un roadmap en dos grandes grupos, los que formaran parte de la visión interna de la organización y los que serán considerados de visión externa a ella."
t2_neg_000032;no_contribucion;no_contribucion;;5255313.txt;doc_5255313_sec05_chk04;6325;METH;negativo_dificil;senal_contrib_no_propia;498;"Para llevar a cabo esta fase de la investigación se empeló el análisis categorial, entendido como la separación de unidades con criterios temáticos Miles, M. y Huberman, A. 1994, citado por Rodríguez, G. Gil, J, y García, E, 1999, asumiendo como unidad de análisis el fragmento de las observaciones y entrevistas que destacan acciones y expresiones, las cuales evidencian aspectos claves de las categorías de análisis relacionadas con las prácticas evaluativas, la enseñanza y aprendizaje de las matemáticas. Para ello se asignó un color específico a cada categoría de análisis, lo que permitió señalarlas y diferenciarlas en el texto. Una vez concluida la etapa de separación de unidades de análisis se procedió a discriminar dichos fragmentos en una matriz categorial para cada docente: para el análisis de esta información fue necesario la elaboración de subcategorías, que posibilitaron la clasificación de la información presentada. Esto permitió realizar deducciones en cada categoría, las cuales fueron hechas por suma categorial o por inferencia directa Stake, R. 1999. Se ha encontrado que los docentes que participaron en la investigación hacen énfasis en la enseñanza y la evaluación del conocimiento matemático formal, entendido como la explicación teórica y ejercitación mecánica de algoritmos matemáticos, que por lo general matemática, sin embargo durante las entrevistas algunos manifestaban que se interesaban más por enseñar a los estudiantes a ser competentes en matemáticas, lo que hace ver una ruptura significativa entre lo que algunos docente quiere y lo que verdaderamente hace en el aula. Asimismo, se evidencia la disolución entre las pruebas escritas parciales y los exámenes finales, los primeros preguntan por la mecanización de un algoritmo, mientras que los últimos obedecen a normas institucionales, que establecen pruebas tipo ICFES selección múltiple con única respuesta en las que por lo general se pregunta por la competencia matemática. Por otra parte, se ha encontrado que los docentes utilizan la evaluación como un medio para la construcción de valores, especialmente la responsabilidad y honestidad. Esto nos muestra que a pesar de la enseñanza tradicional de las matemáticas, la educación conocimiento matemático para desarrollarse en contexto, sino que también contribuye a la formación personal, para que el estudiante se vincule adecuadamente en la sociedad, al matemático sino que éste se encarna dentro de una serie de fenómenos sociales propios de otras esferas de acción social que se reproducen a menor escala en la microsociedad del aula De otra manera, se observa que los docentes brindan ciertos criterios para realizar la autoevaluación, sin embargo cuando el estudiante tiene que valorar este aspecto, en algunos casos la utiliza como medio para pasar la materia, dejando algunos criterios dados; frente a se encuentran dos acciones específicas por parte de los docentes, la primera es la intervención para hacer dar cuenta al estudiante del significado de la autoevaluación, lo que genera que el estudiante replantee su valoración, la otra se presenta cuando es el docente quien cambia la nota de autoevaluación, convirtiéndola en una heteroevaluación de la actitud del estudiante frente a la clase."
t2_pos_000063;contribucion;no_contribucion;;82320552.txt;doc_82320552_sec01_chk03;2635;INTRO;positivo_planb_alto;explicito_propio;580;XXXVI Encuentro y XXI Congreso de Escuelas y Facultades Públicas de Arquitectura del Mercosur San Juan. Argentina. 2017 pág. 4 A pedido de la entonces Secretaría de Energía de la Nación que en 2009 visitaron el Subcomité de Acondicionamiento Térmico de Edificios de IRAM Instituto Argentino de Normalización y se solicitó la creación de una norma de etiquetado de edificios. En menos de un año se aprobaba la Norma IRAM 11900 sobre Etiqueta de eficiencia energética de calefacción para edificios. Clasificación según la transmitancia térmica de la envolvente. Norma que en este momento ha pedido de la Subsecretaría de Eficiencia Energética de la Nación y el INTI se encuentra en revisión en su Esquema 1. La futura norma 11900 contemplará el gasto de energía en calefacción y en refrigeración, el uso de sistemas peso de cada variable. Volviendo a la vigente, esta fue desarrollada a partir de un modelo térmico simple aplicado a edificios y tomando como referencia un indicador de una norma antigua se adoptó el coeficiente tau de la Norma IRAM 11625 sobre Riesgo de condensación en paramentos. Este indicador expresado en grados Celsius expresa la temperatura de la superficie interior de muros, techos, pisos y aberturas y es a su vez expresión del nivel de aislamiento térmico que estas posean. Se consensuó una temperatura interna de confort de 20C que además se relaciona con las transmitancias térmicas K Nivel B de la Norma IRAM 11605 adoptadas por el Decreto Autónoma de Buenos Aires. A su vez el modelo energético de la Norma IRAM 11604 incluido en las citadas leyes utiliza el Nivel B. Con esas referencias se consensuó una escala de 1oC para el Etiquetado calidad A y 4oC para el etiquetado calidad H con pasos de medio grado. En los ejemplos elaborados durante la discusión de la Norma 11900 se mostró que prácticamente de aplicar a todo lo construido aplicaran las leyes mencionadas los edificios tendrían etiquetado entre C y E e implicaría un ahorro de la demanda energética de estos entre 30 y 35. ningún nivel de eficiencia en particular solo expone el grado de ineficiencia relativa. Pero esta exposición delata la conciencia energética del constructor o desarrollador inmobiliario y quizá por esto se mantiene la resistencia. A fin de clarificar el impacto energético y económico que significa la aplicación de estas normas, leyes y decretos se propone un análisis teórico para dos tipos de casas y un edificio de viviendas en altura. Y a estos se los materializa con tres escenarios tecnológicos. El primero ET1 con los modos usuales de muros en ladrillo hueco revocado, techos de losa y aberturas de aluminio con un vidrio. Un segundo escenario ET2 buscando cumplir con las leyes provincial y de la ciudad de Buenos Aires y un tercer escenario recomendado por los autores de este trabajo. Evaluación tipos edilicios y sus escenarios tecnológicos Basados en lo expresado previamente se propone la evaluación de tipos edilicios a fin de debatir las ventajas de contar con una envolvente mejorada y brindar antecedentes para una calificación. Se proponen los siguientes escenarios tecnológicos aplicados a la región del área metropolitana de Buenos Aires AMBA que forma parte de la Zona bioambiental IIIb IRAM 11603, Acondicionamiento térmico de edificios. Clasificación bioambiental de la República Argentina. Esto ya que para la realización de simulaciones energéticas debe establecerse un sitio de aplicación que luego puede ajustarse a otras ciudades de la Argentina. Hacia un modelo de certificación de edificios sustentables adecuados al contexto regional
t2_pos_000092;contribucion;contribucion;;87542938.txt;doc_87542938_sec01_chk01;32;INTRO;positivo_planb_alto;explicito_propio;418;Los colectores solares con acumulación integrada CAI son una opción interesante para proveer agua caliente sanitaria domiciliaria por su menor costo frente a otro tipo de colectores y por su simplicidad de instalación Kalogirou, 1997, ya que funcionan sin sistemas de control y la conexión a la instalación domiciliaria es muy sencilla. Se conocen varios tipos de CAIs, construidos con diversos materiales y variadas tecnologías Smyth et al., 2007, siendo posible distinguir de modo general tres clases de sistemas que combinan almacenador y colector en una misma unidad, sistemas de tanque simple, sistemas integrados de tubos progresivo y sistemas con concentradores estacionarios Morrison, 2001. Todos los sistemas con acumulación integrada tienen dificultades para mantener la temperatura lograda durante las horas de de la cubierta transparente Faiman et al., 2001, lo que hace que la principal aplicación de estos sistemas sea la de precalentador, y en general deban ser conectados en serie con un calentador convencional si se requiere agua caliente durante las 24 horas Morrison, 2001. Debido a la dependencia de las condiciones climáticas, los sistemas de calentamiento solar de agua nunca pueden instalarse como único generador de agua caliente, aún los sistemas más complejos y mejor aislados, y siempre deben complementase con sistemas convencionales de calentamiento de agua Duffie y Beckman, 2006, lo que centra la discusión acerca de que sistema adoptar en una relación entre el costo del equipo y la fracción solar de energía que aporta, considerada esta última como ahorro de dinero durante la vida útil del sistema solar. Si bien existen en el mundo tecnologías muy avanzadas disponibles para el desarrollo y manufactura de sistemas de calentamiento de agua, como tecnologías de superficies selectivas, tecnologías de acero inoxidable o cobre, en nuestro país sistemas. También es demasiado costoso para producciones a baja escala el uso de sistemas automatizados de fabricación, por lo que los diseños de nuevos sistemas de calentamiento de agua mediante energía solar deben contener la menor cantidad de partes posible y es necesario minimizar la cantidad de operaciones de manufactura. Asimismo, se debe asegurar el uso de tecnologías y materiales locales, si lo que se pretende es lograr equipos económicamente competitivos para tender a la masificación del uso de energía solar en la región. Este trabajo presenta las consideraciones de diseño, los pasos seguidos y las tecnologías empleadas en el desarrollo y evaluación de su comportamiento térmico, y se agrega una comparación de parámetros geométricos con otros tipos de CAIs. ASADES Avances en Energías Renovables y Medio Ambiente 03.51
t2_pos_000042;contribucion;contribucion;;78155507.txt;doc_78155507_sec01_chk01;0;INTRO;positivo_planb_alto;explicito_propio;697;"Las aplicaciones móviles están presentes en múltiples dominios, se caracterizan por brindar acceso a la información y estar disponibles en todo momento desde cualquier dispositivo móvil con acceso a internet. La mayoría de las actividades que se realizaban desde una computadora, tales como revisar el correo electrónico o visitar una red social, en la actualidad son realizadas desde dispositivos móviles 1. Actualmente, para el desarrollo de aplicaciones de software se debe contemplar los diversos dispositivos existentes computadoras de escritorio, notebooks, smartphones, tablets, wearables, etc. y los sistemas operativos disponibles Android, iOS, Windows, entre otros. El desarrollo específico para cada plataforma puede requerir un trabajo costoso, por tal razón los proveedores de software buscan soluciones alternativas más económicas con similar calidad en el producto final 2. Existen dos tipos de aplicaciones móviles: nativas y multiplataforma. -778- Las aplicaciones nativas se desarrollan utilizando tecnologías específicas, dando lugar a un nuevo proyecto de desarrollo para cada plataforma que se desee cubrir. Por el contrario, existen diferentes enfoques de desarrollo que parten de un único proyecto base y permiten cubrir múltiples plataformas 34: aplicaciones web móviles, aplicaciones híbridas, aplicaciones interpretadas y aplicaciones generadas por compilación cruzada; aceptados por la academia y la industria desde hace varios años 1345. Estos enfoques han sido analizados por los autores de este trabajo en 1 En forma reciente ha surgido una nueva alternativa para el desarrollo de aplicaciones web móviles denominada Aplicaciones Web Progresivas PWA por sus siglas en inglés. Esta nueva alternativa se introdujo por primera vez en la conferencia de Unidos 9. En este trabajo se presenta PWA, sus principales características, un ejemplo de uso, y un minucioso análisis comparativo con las aplicaciones web móviles. Este artículo está estructurado de la siguiente manera: la sección 2 resume el desarrollo de aplicaciones web móviles, mientras que la sección 3 introduce el enfoque PWA. La sección 4 presenta un minucioso análisis comparativo entre las aplicaciones web móviles y las PWA. Finalmente se presentan conclusiones y se propone trabajo futuro. 2 Aplicaciones web móviles Las aplicaciones web móviles se desarrollan utilizando tecnología web estándar como HTML, CSS y Javascript. Por tal motivo, el desarrollo, la distribución y las pruebas son relativamente sencillas, siendo una opción a considerar para tener presencia en el algún fabricante para su publicación y son independientes de la plataforma: sólo es necesario un navegador y acceso a internet 2. El gran desafío que presenta el desarrollo de este tipo de aplicaciones es lograr una experiencia de usuario satisfactoria considerando que existen una amplia diversidad de dispositivos computadoras, smartphones de diferentes tamaños, tablets, consolas de videojuegos, televisores inteligentes, wereables, entre otros en los cuales la aplicación va a ser utilizada 10. El concepto de aplicación web móvil adaptable conocido como web responsive, el cual consiste en que el sitio puede adecuarse a los diferentes tamaños de pantalla de los dispositivos, ha surgido como un mecanismo para evitar construir la misma aplicación para cada tipo de dispositivo. Actualmente existen diversos frameworks de desarrollo web que facilitan este trabajo, tales como Bootstrap 11 Foundation 12, Bulma 13, entre otros. De acuerdo a lo presentado en 2 y 3 las aplicaciones web móviles pueden ralentizar el tiempo de respuesta dado que requieren interacción cliente-servidor. Asimismo, resultan menos atractivas que una aplicación instalada en el dispositivo, ya todas las características del dispositivo sensores, estado de la batería, almacenamiento, entre otros ni hacer que la aplicación se ejecute en segundo plano 2. -779- 3 PWA Las aplicaciones denominadas PWA son aplicaciones web móviles que aprovechan las nuevas posibilidades y APIs que brindan las nuevas tecnologías Web, cómo los Service Worker script que se ejecuta en segundo plano y permite la implementación de Web App Manifest archivo JSON que permite especificar metadatos de la aplicación permite que una aplicación web pueda incorporar algunas de las características históricamente exclusivas de las aplicaciones nativas, tales como funcionamiento offline, la recepción de notificaciones push y disponer de un ícono de acceso en el lanzador de aplicaciones. PWA emplea un conjunto de tecnologías que permite a una aplicación web superar algunas de las limitaciones subyacentes al enfoque web móvil, y brindan al usuario la sensación de estar utilizando una aplicación nativa 18."
t2_neg_000074;no_contribucion;no_contribucion;;84087510.txt;doc_84087510_sec06_chk02;8534;RES;negativo_facil;zona_sin_senales;317;ESPERADOS Los resultados obtenidos en esta primera etapa son hasta el momento satisfactorios en términos de ejecución y en términos de desarrollo. La perfomance de la nueva biblioteca es pobre referente a las bibliotecas utilizadas por Linux, tales como la GNU Pth, contra la cual se realizan los estudios comparativos hasta el momento. Está en estudio ampliar las funciones de biblioteca para realizar estudios más completos, nuevas funcionalidades al Kernel y agregar la biblioteca para manejos de hilos generada por el sistema operativo PSYCHE, como un elemento más de comparación, a de kernel. Los primeros informes sobre el comportamiento entre diferentes elementos se muestran a continuación 24WICC 2010 - XII Workshop de Investigadores en Ciencias de la Computación 4. FORMACION DE RECURSOS HUMANOS Se realizó: la primera transferencia de los conocimientos obtenidos a los alumnos que cursan Sistemas Operativos, ya que realizaron el análisis de la arquitectura y las distintos formatos de ejecutables conjuntamente con el análisis del SODIUM e intervinieron en el desarrollo de los administradores. Transferencia de conocimientos a los alumnos de Sistemas de Computación II de la Universidad de La Matanza y a los alumnos de Sistemas Operativos de la Universidad Tecnológica Nacional, Regional Buenos Aires. Publicación de los avances en la investigación en dos congresos internacionales. Se prevé continuar con las publicaciones en otros congresos internacionales Se está estudiando: el realizar convenios de colaboración con otras universidades nacionales estatales y privadas de las cuales recibimos ofrecimientos de colaboración, con el objetivo de intercambiar conocimientos y ampliar los alcances del sistema. En esta línea de investigación tenemos: dos trabajos de la Maestría en informática en curso. colaboran también en el desarrollo un becario, un alumno de Ingeniería electrónica y un alumno que cursa los primeros años de la carrera de Ingeniería en informática. Recibimos la colaboración además de alumnos que ya han cursado la materia y han desarrollado parte del SODIUM en los años anteriores.
